,text,user_location,location,Lat,Lon,geometry
6916,RT @_kairy_draws_: Furries seeing Bowser with pecs and a belly in Bowser’s Fury https://t.co/HW4RmP92sN,"Beach Park, IL","Beach Park, Lake County, Illinois, United States",42.4222435,-87.8572955,POINT (-87.85729550000001 42.4222435)
6315,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,"Colorado, USA","Colorado, United States",38.7251776,-105.607716,POINT (-105.607716 38.7251776)
9742,RT @NintendoEurope: Something colossal is about to happen! Mario and Bowser Jr. team up for an all-new bonus adventure in #SuperMario3DWorl…,"Bologna, Italia","Bologna, Emilia-Romagna, Italia",44.4937577,11.3430308,POINT (11.3430308 44.4937577)
17333,RT @Somecallmejon: Just gonna catch the Bowser's Fury trailer real quick andOHMYGOD-- https://t.co/ry0INDajht,The Netherlands,Nederland,52.5001698,5.7480821,POINT (5.7480821 52.5001698)
9574,"RT @MattMcMuscles: Hmm yes yes. I will be buying Bowser's Fury. BTW, In Nintendo's press release, this new form was dubbed ""God-Slayer Bows…",United Kingdom,United Kingdom,54.7023545,-3.2765753,POINT (-3.2765753 54.7023545)
1259,"RT @tribdinosaur: This is what I gather from Bowser’s Fury so far! #SuperMario3DWorld 🐈
I’m always down for Mario teaming up with unlikely…","Cedar Lake, IN","Cedar Lake, Pritchardville, Town of Bluffton, Beaufort County, South Carolina, United States",32.2411577,-80.9705995,POINT (-80.97059950000001 32.2411577)
25216,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Long Beach, CA","Long Beach, Los Angeles County, California, United States",33.7690164,-118.191604,POINT (-118.191604 33.7690164)
21350,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,The Gourd,"Gourd, Lincoln County, Arkansas, United States",33.8437151,-91.5967928,POINT (-91.5967928 33.8437151)
13240,RT @GoNintendoTweet: Super Mario 3D World + Bowser's Fury now available for pre-order on Amazon https://t.co/k3yxN4IDKn https://t.co/oXYPBQ…,North America ET Zone,"North America, Newport, East Riding of Yorkshire, Yorkshire and the Humber, England, HU15 2RX, United Kingdom",53.7769201,-0.714434,POINT (-0.714434 53.7769201)
10096,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,Choso,"Choso Falls, Mpika District, Muchinga Province, Zambia",-12.4509804,31.2950948,POINT (31.2950948 -12.4509804)
2178,"RT @KetArtDragon: Bowser's Fury
Mario is a Furry https://t.co/UQ7bxTtUY7","Liberty City, NY","Liberty, Town of Liberty, Sullivan County, New York, 12754, United States",41.8012002,-74.7465527,POINT (-74.7465527 41.8012002)
3270,RT @jingojangojoing: Mario 3D World + Bowser’s Fury looks cool but does it have Luigi Bros from the Wii U game https://t.co/u6GPsI8hP4,"Detroit, MI","Detroit, Wayne County, Michigan, United States",42.3315509,-83.0466403,POINT (-83.04664030000001 42.3315509)
21375,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Hawthorne, CA","Hawthorne, Los Angeles County, California, United States",33.9188589,-118.3483256,POINT (-118.3483256 33.9188589)
275,"RT @MattMcMuscles: Hmm yes yes. I will be buying Bowser's Fury. BTW, In Nintendo's press release, this new form was dubbed ""God-Slayer Bows…",Nowhere in particular,"Nowhere In Particular Brewing, 4716, Wilmington Pike, Oakdale, Kettering, Montgomery County, Ohio, 45440, United States",39.6747371,-84.115727,POINT (-84.11572700000001 39.6747371)
5403,RT @AC_Roald: bowser’s fury looks absolutely wild https://t.co/xM71zSFz2n,The Middle of Nowhere,"Middle of Nowhere, Military Road, Atherfield Green, Shorwell, Isle of Wight, South East, England, PO38 2LN, United Kingdom",50.6100076,-1.3494857,POINT (-1.3494857 50.6100076)
10006,RT @Plun_Yu: super saiyan mario is in bowser’s fury  holy shit https://t.co/hvD1Lk86Fg,"Brooklyn, NY","Brooklyn, Kings County, New York, United States",40.6501038,-73.9495823,POINT (-73.9495823 40.6501038)
2887,RT @RANK10YGO: Watching the Bowser's Fury trailer expecting some small extra content for 3D World and then actually seeing it https://t.co/…,"Los Angeles, USA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766,POINT (-118.242766 34.0536909)
20765,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,Salisbury North Carolina,"Salisbury, Rowan County, North Carolina, United States",35.6709727,-80.4742261,POINT (-80.4742261 35.6709727)
11409,RT @NintendoUK: Something colossal is about to happen! Mario and Bowser Jr. team up for an all-new bonus adventure in #SuperMario3DWorld +…,"Houston, TX","Houston, Harris County, Texas, United States",29.7589382,-95.3676974,POINT (-95.3676974 29.7589382)
2104,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,"California, USA","California, United States",36.7014631,-118.755997,POINT (-118.755997 36.7014631)
11692,"Une switch, des amiibo et une date pour Super Mario 3D World + Bowser's Fury
https://t.co/UakJk0szT2… https://t.co/IzrMfyiAx1","Rouen, France","Rouen, Seine-Maritime, Normandie, France métropolitaine, France",49.4404591,1.0939658,POINT (1.0939658 49.4404591)
16350,RT @Wario64: Super Mario 3D World + Bowser's Fury - Nintendo Switch trailer https://t.co/vkHXoNlryq https://t.co/wHDN1L1IZG,"Little Rock, AR","Little Rock, Pulaski County, Arkansas, United States",34.7464809,-92.2895948,POINT (-92.2895948 34.7464809)
25028,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Brooklyn, NY","Brooklyn, Kings County, New York, United States",40.6501038,-73.9495823,POINT (-73.9495823 40.6501038)
6145,"RT @KetArtDragon: Bowser's Fury
Mario is a Furry https://t.co/UQ7bxTtUY7","Twin Cities, Minnesota","The University of Minnesota, Twin Cities Campus, Southeast 26th Avenue, Prospect Park - East River Road, Minneapolis, Hennepin County, Minnesota, 55414, United States",44.9863392,-93.17945580218503,POINT (-93.17945580218503 44.9863392)
12366,"RT @MattMcMuscles: Hmm yes yes. I will be buying Bowser's Fury. BTW, In Nintendo's press release, this new form was dubbed ""God-Slayer Bows…","West Town, Chicago","West Town, Chicago, Cook County, Illinois, United States",41.9014213,-87.6861661,POINT (-87.68616609999999 41.9014213)
16860,RT @Somecallmejon: Just gonna catch the Bowser's Fury trailer real quick andOHMYGOD-- https://t.co/ry0INDajht,Hell,"Hell, Putnam Township, Livingston County, Michigan, United States",42.4347571,-83.9849477,POINT (-83.98494770000001 42.4347571)
4557,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,Deutschland,Deutschland,51.0834196,10.4234469,POINT (10.4234469 51.0834196)
20866,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,38401,"Nebahovy, okres Prachatice, Jihočeský kraj, Jihozápad, 38401, Česko",49.0061696181818,14.05479229545455,POINT (14.05479229545455 49.0061696181818)
24169,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,Michigan,"Michigan, United States",43.6211955,-84.6824346,POINT (-84.68243459999999 43.6211955)
16850,RT @NintendoEurope: Something colossal is about to happen! Mario and Bowser Jr. team up for an all-new bonus adventure in #SuperMario3DWorl…,England,"England, United Kingdom",52.5310214,-1.2649062,POINT (-1.2649062 52.5310214)
9816,"Bowser's Fury looks like the Mario Kaiju game that I never knew that I needed, but that I really, really need. Can'… https://t.co/1kp2sp3sbm",Thunder Bay,"Thunder Bay, Thunder Bay District, Northwestern Ontario, Ontario, Canada",48.406414,-89.259796,POINT (-89.25979599999999 48.406414)
4219,@Kevin___W saw the new bowser's fury trailer I feel mixed as it looks fun and doing what I loved about Odyssey but… https://t.co/0QgOc9kyha,"Oklahoma,usa","Oklahoma, United States",34.9550817,-97.2684063,POINT (-97.2684063 34.9550817)
18200,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,bi,België / Belgique / Belgien,50.6402809,4.6667145,POINT (4.6667145 50.6402809)
934,Bowser's Fury looks good and all but I'm still iffy on getting it because   we have we to see that special Nintendo… https://t.co/MChee1qO6t,"New York, USA","New York, United States",40.7127281,-74.0060152,POINT (-74.00601519999999 40.7127281)
6726,"RT @IGN: We finally have our first look at Bowser's Fury, the new expansion coming alongside the Nintendo Switch port of Super Mario 3D Wor…","Florida, USA","Florida, United States",27.7567667,-81.4639835,POINT (-81.4639835 27.7567667)
16805,"RT @MarioBrothBlog: As seen in the new trailer for Super Mario 3D World + Bowser's Fury, everything in the Bowser's Fury adventure is cat-t…","Lübeck, Deutschland","Lübeck, Markt, Innenstadt, Lübeck, Schleswig-Holstein, 23552, Deutschland",53.866444,10.684738,POINT (10.684738 53.866444)
15280,"RT @Mustard_Mustach: People: *joking about how Bowser's Fury is just going to add dumb features like Toadette and Nabbit*

Bowser's Fury: h…","Burleson, TX","Burleson County, Texas, United States",30.4764878,-96.6353488,POINT (-96.6353488 30.4764878)
2582,@swxggyt The Bowser’s Fury stuff?,Appleton,"Appleton, Outagamie County, Wisconsin, United States",44.2611337,-88.4067604,POINT (-88.4067604 44.2611337)
