,text,user_location,location,Lat,Lon
26529,RT @grantstern: Every House Republican who broke decorum to openly boo Rep. @CoriBush for condemning Donald Trump’s white supremacy and sed…,"Moxee, WA","Moxee, Yakima County, Washington, United States",46.563685,-120.39567402601762
124999,"RT @jimfried: It may be late in the game, but leadership still matters. #ImpeachmentDay 

https://t.co/CaTjEXo7pS",NC USA,"North Carolina, United States",35.6729639,-79.0392919
123202,"@Strandjunker Enjoy #ImpeachmentDay, everyone; it only comes but twice a year.","Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
84039,The transition of power was supposed to start the DAY after Biden was elected. #ImpeachmentDay,Baltimore,"Baltimore, Maryland, United States",39.2908816,-76.610759
120134,"RT @thehill: Rep. Jim McGovern: ""We all want to talk about unity? I can't think of anything that would unify this country if there was a bi…","San Francisco, California","San Francisco, San Francisco City and County, California, United States",37.7790262,-122.4199061
50537,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos",Essex,"Essex, England, United Kingdom",51.77046785,0.46466977412300386
53642,RT @glamelegance: @DaniellaMicaela The #NationalGuard have to sleep on the floor of the #USCapitol to defend it and Congress from #Domestic…,walking on sunshine,"Walking on Sunshine, Walking on Sunshine Stairs, Five Corners, East Beach, White Rock, Metro Vancouver Regional District, British Columbia, V4B 1T7, Canada",49.0173154,-122.7921197
71013,"RT @SteveRustad1: The GOP is lecturing America about the need for unity?

To HELL with unity.

Prosecute those traitors.

Every damn one of…",DC,"Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
15189,Activate #SWAT FOR #ImpeachmentDay,"Elkins Park, PA","Elkins Park, Elkins Park Gardens, Cheltenham, Cheltenham Township, Montgomery County, Pennsylvania, 19027, United States",40.0770553,-75.1268413
82578,"RT @STrimel: Short form #ImpeachmentDay 

Democrats: Trump incited violent insurrection, terror &amp; sedition against the US.

Republicans: Le…","california, usa","California, United States",36.7014631,-118.755997
101609,"RT @Analisa_Swan: If we don’t hold #Tre45on/GOP accountable NOW, then I don’t even know why we say we have a system of laws, checks/balance…",texas,"Texas, United States",31.8160381,-99.5120986
83163,"RT @FredTJoseph: Had the people sworn to protect this country removed Donald Trump when he was impeached the first time, we wouldn’t be in…","dallas,tx","Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559
74453,RT @kurtbardella: Republicans are whining about a quick impeachment. I don't remember them caring a deliberate pace when they rushed throug…,Wisconsin,"Wisconsin, United States",44.4308975,-89.6884637
70335,RT @VibeSoHigh: @SpeakerPelosi @RepRaskin @RepDianaDeGette @RepCicilline @JoaquinCastrotx @RepSwalwell @RepTedLieu @StaceyPlaskett @RepDean…,"Ontario, Canada","Ontario, Canada",50.000678,-86.000977
7822,"RT @David_Leavitt: Only 10 Republicans voted to #ImpeachTrump 

The other 197 need to resign and go fuck themselves.

#ImpeachmentDay",Oklahoma ,"Oklahoma, United States",34.9550817,-97.2684063
14680,#DonaldTrump has just become the first president in the history of the country to be #ImpeachedTwice. A fitting end… https://t.co/MLvIEDgAQc,"Poway, CA","Poway, San Diego County, California, 92064, United States",32.9628234,-117.0358646
66678,"RT @thehill: Rep. Jerry Nadler: ""Racism played a direct role in this incitement."" #ImpeachmentDay https://t.co/4UBbkNcqFe",Unknown,"Unknown, ሶማሌ ክልል / Somali, ኢትዮጵያ",6.402589949999999,43.398382018489485
39992,"#ImpeachmentDay 
At least it's too late for any of these trumplicans to say the democrats are trying to steal christmas",United Kingdom,United Kingdom,54.7023545,-3.2765753
105152,"#ImpeachmentDay  (again)

@IvankaTrump @EricTrump @DonaldJTrumpJr @jaredkushner 

#TrumpCrimeFamilyForPrison",USA,United States,39.7837304,-100.4458825
126786,"RT @DeanObeidallah: It's the annual #ImpeachmentDay for Donald Trump. Last year we had the impeachment trial at this very time.

Next up ho…","Kansas, USA","Kansas, United States",38.27312,-98.5821872
71978,"@RepMattGaetz Oh this🤡 is ever-on-brand😭😭
#ImpeachmentDay 
#ImpeachTrumpNow 
#ImpeachmentHearings https://t.co/ZNAhmWgqZc","St. Paul, Minnesota","St. Paul, Ramsey County, Minnesota, United States",44.9504037,-93.1015026
15780,an historic day in US history. @POTUS has been impeached 2x! via @NewsHour #ImpeachmentDay,"Superior, CO","superior, Calle 18, Barrio San Vicente, Zona Urbana, Duitama, Tundama, Boyacá, Región Andina, 150461, Colombia",5.8262149,-73.0304025
59453,"RT @David_Leavitt: @mattgaetz Thanks for the retweet Matt Gaetz, now resign and go fuck yourself TRAITOR

#ImpeachmentDay",USA,United States,39.7837304,-100.4458825
52970,@ASlightSprite Someday if @CawthornforNC has #surgery and the surgeons and staff showed up in the #OR wearing their… https://t.co/7iKIe6KVxK,Somewhere,"Somewhere, 贾汪区, 贾汪区 (Jiawang), 江苏省, 中国",34.4420602,117.5295201
132095,Today is a great day for an impeachment!  #ImpeachmentDay #ImpeachmentX2 #TraitorTrump,"San Antonio, TX","San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
74339,RT @kurtbardella: Republicans are whining about a quick impeachment. I don't remember them caring a deliberate pace when they rushed throug…,"Pittsburgh, PA","Pittsburgh, Allegheny County, Pennsylvania, United States",40.4416941,-79.9900861
86799,"@RepAdamSchiff Enough Enough indeed, Sir! @jaketapper @ProjectLincoln #ImpeachmentDay","London, England","London, Greater London, England, United Kingdom",51.5073219,-0.1276474
40394,"Let’s hope the fascist idiot with the red tie, trench coat, wig, and ridiculous MAGA baseball cap is removed, impea… https://t.co/4H79qFjMlu","Liverpool, England","Liverpool, North West England, England, United Kingdom",53.407154,-2.991665
97235,"RT @mommamia1217: A picture worth 1000 words…

#ImpeachmentDay #TrumpInsurrection #RemoveHimNow",HOUSTON,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
26348,"RT @davidmweissman: I have yet to see an Antifa member storming the #CapitolBuilding, RT if you haven't seen Antifa as well. #ImpeachmentDa…","Michigan, USA","Michigan, United States",43.6211955,-84.6824346
31393,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,"Los Angeles, CA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
128379,RT @TrumpGrill: Impeachment is a great thing to wake up to. #impeachment  #ImpeachmentDay https://t.co/W5ctRZFMSZ,"Washington, USA","Washington, District of Columbia, United States",38.8950368,-77.0365427
72615,RT @TheDailyEdge: I'm old enough to remember when Republicans liked to blame the parents for the crimes their kids committed. #ImpeachmentD…,Australia,Australia,-24.7761086,134.755
132579,#ImpeachmentDay Get it done! https://t.co/uvSc5rVczq,Lancaster PA,"Lancaster, Lancaster County, Pennsylvania, United States",40.03813,-76.3056686
56026,"RT @JohnFugelsang: Jim Jordan just molested the truth, while the GOP looked the other way.

#ImpeachmentDay",Deep in Autumn..,"Deep Forest Rd, Autumn Oaks, Chesterfield County, Virginia, 23237, United States",37.367288,-77.479694
94120,"RT @evamckend: Scenes from my walk to work, inside the Capitol and the Cannon tunnel...

#ImpeachmentDay 
#insurrection 
#impeachment 
#Imp…",Canada,Canada,61.0666922,-107.9917071
129544,"Let's get it. 

#ImpeachmentDay","Bronx, NY","The Bronx, Bronx County, New York, United States",40.8466508,-73.8785937
94892,RT @BleedingMarine: It’s not up to Democrats to reach out to Republicans. It’s up to Republicans to stop lying to their supporters &amp; clean…,USA,United States,39.7837304,-100.4458825
106643,"RT @EarlOfEnough: 🇺🇸You either defend Trump or you defend America from Trump. Period.

#ImpeachmentDay #VetsForImpeachment",nebraska,"Nebraska, United States",41.7370229,-99.5873816
22760,RT @monika_subasic: This KKK lady is wearing a “censored”mask but I can still hear her racist mouth talking #ImpeachmentDay https://t.co/Nm…,London,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
30166,Ditto! 🤬 Any @GOP members that are complicit &amp; voting no! History is being written as we speak!… https://t.co/TP37Om0THg,Chicago!!,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
11320,"RT @robwoodyard1: If you're wondering how someone like Jim Jordan managed to get into Congress, his district looks like it was drawn up by…","Kentucky, USA","Kentucky, United States",37.5726028,-85.1551411
89610,Another stupid Republican is Tom McClintock. #ImpeachmentDay,Berlin,"Berlin, 10117, Deutschland",52.5170365,13.3888599
84799,RT @DeanObeidallah: GOP Rep Andy Biggs just made it clear after a violent attack on our Capitol by Trump's Base that Trump's movement will…,"Georgia, USA","Georgia, United States",32.3293809,-83.1137366
74318,"RT @DrDenaGrayson: 🔥@SpeakerPelosi opens #impeachment debate:

“The President of the US incited this #insurrection, this armed rebellion ag…",McAllen texas,"McAllen, Hidalgo County, Texas, United States",26.2043691,-98.230082
52454,"RT @StrangeShadows: @MollyJongFast Any scene that contains both @Jim_Jordan and @replouiegohmert deserves an appropriate soundtrack.
#impea…","Florida, USA","Florida, United States",27.7567667,-81.4639835
17502,It’s official. Trump has been impeached again. #ImpeachmentDay,Winterfell ,"Winterfell, Schipkau, Oberspreewald-Lausitz, Brandenburg, 01994, Deutschland",51.5455107,13.9594132
109279,"RT @FredTJoseph: Had the people sworn to protect this country removed Donald Trump when he was impeached the first time, we wouldn’t be in…","Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
69085,"RT @pawdymouftm: Seems like you're using a tragedy to dunk on those pesky libs. 

Though, the real irony is that your low effort dog whistl…","London, England","London, Greater London, England, United Kingdom",51.5073219,-0.1276474
45796,Bob Good is all about some four year effort to overturn.... you know the rest. Also he seems confused as to what pa… https://t.co/7NZli1pwUS,Seattle,"Seattle, King County, Washington, United States",47.6038321,-122.3300624
74764,"RT @thehill: Rep. Katherine Clark: ""President Trump spent his presidency inflaming hate, white supremacy, anti-semitism and violence. The t…",Wakanda,"wakanda, 52, Eastern Equatoria, South Sudan",4.6427869,35.906449
104886,"RT @Strandjunker: 0 Friends
0 Dogs
1 Terrorist Mob Attack
2 Impeachments
3 Wives
6 Bankruptcies
6 Deferments
68 Assaults on Women
358 Golf…",United States,United States,39.7837304,-100.4458825
124165,"RT @DJRuss8: Today’s the day!!!
Ready..... Set.... GO!!!!!

 #ImpeachmentDay https://t.co/jLSCK8cepe","New York, NY","New York, United States",40.7127281,-74.0060152
131919,"RT @acnewsitics: When Democrats lost in 2016, they knitted pink hats and donated to Planned Parenthood.

When Republicans lost in 2020 they…",Texas,"Texas, United States",31.8160381,-99.5120986
65453,"RT @LeftwardSwing: ""White Supremacist in chief!' - Cori Bush
#ImpeachmentDay","New Jersey, USA","New Jersey, United States",40.0757384,-74.4041622
70858,RT @dancrew12: i see no difference. #ImpeachmentDay https://t.co/IdtVJjNNrv,"Birmingham, AL","AL, Shirley Road, Acocks Green, Fox Hollies, Birmingham, West Midlands Combined Authority, West Midlands, England, B27, United Kingdom",52.4459629,-1.8237251
88357,Petty?!! It's Biden's job to fix this foolery?! I can't yo... I just can't... #ImpeachmentDay https://t.co/exelvuyuA1,"Raleigh, NC","Raleigh, Wake County, North Carolina, United States",35.7803977,-78.6390989
65545,RT @laureenm01: Exactly 1 week to the day. #ImpeachmentHearings #ImpeachmentDay #CapitolRiots #insurrection #ImpeachTrump https://t.co/ppE2…,"Keller, Texas","Keller, Tarrant County, Texas, 76248, United States",32.9299655,-97.2271249
101150,"RT @thehill: Rep. Nancy Mace: ""Dr. Martin Luther King once said, 'The time is always right to do what is right.' And if we're serious about…","Leiden, Nederland","Leiden, Zuid-Holland, Nederland",52.1518157,4.4811088666204295
75215,"RT @thehill: Rep. Katherine Clark: ""President Trump spent his presidency inflaming hate, white supremacy, anti-semitism and violence. The t…","Michigan, USA","Michigan, United States",43.6211955,-84.6824346
70570,"RT @EarlOfEnough: 🇺🇸One side is speaking up for Lady Liberty, the other is fawning all over the man who brutally assaulted her.

#Impeachme…","Mesa, AZ","Mesa, Maricopa County, Arizona, United States",33.4151117,-111.8314792
120847,RT @BleedingMarine: It’s not up to Democrats to reach out to Republicans. It’s up to Republicans to stop lying to their supporters &amp; clean…,"Kenmore, NY","Kenmore, Tonawanda, Erie County, New York, 14217, United States",42.961748,-78.870914
124720,#ImpeachmentDay Impeachment will happen but if there is no conviction there is still section 3 of the 14th amendmen… https://t.co/uvCvw4FLTu,USA,United States,39.7837304,-100.4458825
37701,@RepBarryMoore please. What do you mean for what reasons?? #ImpeachmentDay,"Los Angeles, CA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
91705,RT @kelleent: Goodnight y’all! Lol #ImpeachmentDay https://t.co/YMPEmGROSM,"West Milford, NJ","West Milford, Passaic County, New Jersey, United States",41.1312069,-74.3673748
28609,"RT @Pappiness: The Republicans end the debate with Steve Scalise, a man who was an honored guest at a white supremacist convention. 

Case…","Maryland, USA","Maryland, United States",39.5162234,-76.9382069
26329,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,"Minneapolis, MN","Minneapolis, Hennepin County, Minnesota, United States",44.9772995,-93.2654692
129355,"RT @acnewsitics: When Democrats lost in 2016, they knitted pink hats and donated to Planned Parenthood.

When Republicans lost in 2020 they…",Dirty South,"Dirty South, 162, Lee High Road, Manor Park Parade, Hither Green, London Borough of Lewisham, London, Greater London, England, SE13 5PR, United Kingdom",51.4587707,-0.003004
90723,"Jim Jordan, I couldn't understand what you were saying. Could you please remove Trump's dick from your mouth when s… https://t.co/7ZTjSP0bie","Rochester, NY","Rochester, Monroe County, New York, United States",43.157285,-77.615214
95495,"RT @SteveRustad1: Ted Cruz incited violent insurrection.

Expel that traitor from the Senate.

Indict him.

Convict him

Send him to prison…",New Jersey,"New Jersey, United States",40.0757384,-74.4041622
115639,RT @BleedingMarine: It’s not up to Democrats to reach out to Republicans. It’s up to Republicans to stop lying to their supporters &amp; clean…,Cape Town,"Cape Town, City of Cape Town, Western Cape, 8001, South Africa",-33.928992,18.417396
133542,"RT @christinespad: Trump is getting his second impeachment shot today!

#ImpeachmentDay https://t.co/dkC2QUVUpQ","Kingston, NY","Kingston, Ulster County, New York, 12401, United States",41.9287812,-74.0023702
104861,"RT @ErrorsNGlitches: Fuck off with these GOP calls for ""unity"". No unity without accountability. #impeachment #ImpeachmentDay","Woodinville, Washington","Woodinville, King County, Washington, United States",47.7545827,-122.1588902
121427,RT @LarrySabato: Donald Trump richly deserves his distinction as the only President ever impeached twice. It’s a message to future generati…,"New Orleans, Louisiana","New Orleans, Orleans Parish, Louisiana, United States",29.9499323,-90.0701156
70056,That's my congresswoman @RepMaxineWaters!! 👏🏽👏🏽👏🏽👏🏽👏🏽 #ImpeachmentDay,Los Angeles,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
118817,RT @RepAlGreen: Starting #ImpeachmentDay on @cspanwj at 7:30 AM EST. Tune in soon.,"San Antonio, Texas","San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
16577,"RT @David_Leavitt: Nobody, not even the President of the United States, is above the law.

#ImpeachmentDay",Gweriniaeth Alban,Shqipëria,41.000028,19.9999619
39058,"RT @delaine_felicia: ""RICHMOND OUT"" LMAOOO I needed that #ImpeachmentDay https://t.co/cozjtJQEwS",Area 51,"Area 51, Lincoln County, Nevada, United States",37.2275859,-115.83850929376537
117378,"RT @christinespad: Trump is getting his second impeachment shot today!

#ImpeachmentDay https://t.co/dkC2QUVUpQ","Lagos, Nigeria","Lagos, Lagos Island, 100242, Nigeria",6.4550575,3.3941795
91500,"#ImpeachmentDay #JimJordan is a mouthpiece for everything that is anti-American! #Ohio, you must replace… https://t.co/u25AmUegu4",Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
1261,You will get printable certificate #templates and #awards. Choose from any #certificate designs: #formal #school… https://t.co/S4NNJOE5Kd,"Rangpur, Bangladesh","রংপুর বিভাগ, বাংলাদেশ",25.833558,88.9939966
2801,"RT @EdanClay: So far 10 House Republicans have voted for the #Impeachment of Donald J. Trump.
That is a SOLID bipartisan #ImpeachmentDay.…","Virginia, USA","Virginia, United States",37.1232245,-78.4927721
112381,"RT @thehill: Rep. Steny Hoyer slams Rep. Jim Jordan: ""He denies the facts -- Trumplike. 'Fake news.'"" #ImpeachmentDay https://t.co/ICKG2lOG…",Northern Virginia,"Virginia, Litchfield Municipality, Northern Territory, Australia",-12.544455500000002,131.0183706011867
114532,We need to ditch the phrase “thoughts and prayers.” Empty and vacuous words. #ImpeachmentDay,"Minnesota, USA","Minnesota, United States",45.9896587,-94.6113288
73315,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos","Charlotte, NC","Charlotte, Mecklenburg County, North Carolina, United States",35.2272086,-80.8430827
93195,"RT @EarlOfEnough: 🇺🇸You either defend Trump or you defend America from Trump. Period.

#ImpeachmentDay #VetsForImpeachment",North Idaho,"N, North Airport Drive, Kootenai County, Idaho, 83835, United States",47.7765278,-116.8242214
79461,"RT @SteveRustad1: Lindsey Graham demanded the Impeachment of Clinton for a BJ.

But says Trump shouldn't be Impeached for inciting violent…",J.C.    Tennessee,"Calle Tennessee, Ampliación Nápoles, Benito Juárez, Ciudad de México, 03810, México",19.3859429,-99.1759665
32790,"RT @skyerenaee1: A story in two parts 😭😂
#ImpeachmentDay https://t.co/30GEJmU0j1","Tampa, FL","Tampa, Hillsborough County, Florida, United States",27.9477595,-82.458444
39471,"RT @LarrySabato: Oh look, ⁦@RepBobGood⁩ (R-Trump) doesn’t even know how to wear a mask. But then, he said the pandemic is a “hoax”. Too bus…",United States,United States,39.7837304,-100.4458825
47086,RT @LeftwardSwing: Ken Buck will be gone here in Colorado very soon. #ImpeachmentDay,Appalachia,"Appalachia, Wise County, Virginia, 24216, United States",36.9067631,-82.7818275
50575,"RT @NavySailorBMC: Fun fact, when you’re wearing a mask stating “censored” while speaking into a microphone on the House floor on TV, you’r…","Atlanta, Georgia","Atlanta, Fulton County, Georgia, United States",33.7489924,-84.3902644
10700,"RT @TomWoulfe2: Why are we rushing, that’s what the republicans are asking. These idiots have short memories #ImpeachmentDay https://t.co/b…","Chicago, IL","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
102205,"Unifying with fascists has historically proved...ineffective. Healing comes after justice, justice is Trumpism bein… https://t.co/bRjEM2kKn2","Ancoats, Manchester","Ancoats, Collyhurst, Manchester, Greater Manchester, North West England, England, United Kingdom",53.4849976,-2.2276032
91163,"RT @Strandjunker: 0 Friends
0 Dogs
1 Terrorist Mob Attack
2 Impeachments
3 Wives
6 Bankruptcies
6 Deferments
68 Assaults on Women
358 Golf…","Bellingham, WA","Bellingham, Whatcom County, Washington, United States",48.7544012,-122.4788361
123272,RT @LarrySabato: Donald Trump richly deserves his distinction as the only President ever impeached twice. It’s a message to future generati…,"Michigan, USA","Michigan, United States",43.6211955,-84.6824346
120934,"RT @sean_mvm: #Trump and his #maga halfwits are the greatest danger to #American #democracy. 
Yet many #republicans still refuse to do the…","Trafford, Greater Manchester","Trafford, Greater Manchester, North West England, England, United Kingdom",53.41893605,-2.359297161165271
57489,"RT @kirkacevedo: Donald Trump is a living breathing impeachable offense!

-Hakeem Jeffries 

#ImpeachmentDay 
#Kidvicious🇺🇸","Alabama, USA","Alabama, United States",33.2588817,-86.8295337
94035,"RT @MeidasTouch: Trump is not only a terrorist, he is also disgusting and creepy. He must face the full weight of the law for all of his cr…","Fort Leonard Wood, Mo.","Fort Leonard Wood, Pulaski County, Missouri, 65473, United States",37.701139999999995,-92.16933029454009
18572,“ 5 To Go!!!!!!! #ImpeachmentDay “,"Toronto, Ontario Canada","Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
73902,"I wish we'd stop calling last weeks insurrection and attempted coup at the Capitol a protest.

#ImpeachmentDay","Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
124465,"RT @rexzane1: #ImpeachmentDay

Pu$$y grabbing was not the line for Liz Cheney. Boinking a porn star was not the line for Lin Cheney. MAGA T…","Pennsylvania, USA","Pennsylvania, United States",40.9699889,-77.7278831
1808,RT @LarrySabato: IMPEACHED AGAIN! Final vote is 232 YEA-197 NO. A mere 10 Republicans voted yea. Bipartisan but not impressively so. Blows…,"Los Angeles, CA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
52676,Is there ever really a grotesque orgy? 🤔 #ImpeachmentDay,"Oklahoma City, OK","Oklahoma City, Oklahoma County, Oklahoma, United States",35.4729886,-97.5170536
123853,"January 13, 2021: 

A history making day.

#ImpeachmentDay",Georgia 🍑,"Georgia, United States",32.3293809,-83.1137366
445,"Oh @Twitter please reactivate his account, just for tonight. He's missing all of this! #ByeFelicia #ImpeachmentDay https://t.co/stj6oRsB1h","Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.9533456,-3.1883749
97012,"RT @thehill: Rep. Steny Hoyer: ""They had the hats on of the army of MAGA -- which I refer to as 'Make America Grieve Again.'"" #ImpeachmentD…","Nassau, Bahamas ","Nassau, New Providence, 242, The Bahamas",25.0783456,-77.3383331
98416,"RT @EarlOfEnough: 🇺🇸You either defend Trump or you defend America from Trump. Period.

#ImpeachmentDay #VetsForImpeachment","Akron, OH","Akron, Summit County, Ohio, United States",41.083064,-81.518485
57412,State of play on #impeachmentday - we're in final 30 mins of debate; vote follows but will take longer than usual d… https://t.co/4eRZdD8GuF,"Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
123886,I just threw out all my #ImpeachmentDay decorations from last year. Isn’t that the way it always goes?,"Iron Range, MN","Iron Range, Cook Shire, Queensland, Australia",-12.6830265,143.32982363000315
91824,Is Jim Jordan really this clueless or is he evil? Is his nose so far up Trump's ass he's been blinded or is he evil… https://t.co/6kgL1KLxNK,"Kamloops, British Columbia","Kamloops, Thompson-Nicola Regional District, British Columbia, Canada",50.6758269,-120.3394159
94486,@IngrahamAngle I’m at a loss as to how to explain how you can appear so intelligent and well spoken and yet have ab… https://t.co/wL8SGQnOcw,World Wide,"環球大廈 World-Wide House, 19, 中環 Central, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2823025,114.15786063390414
77752,"Gym Jordan: I yield (40/4) seconds 
Speaker: 40 seconds or 4 seconds?
Gym: yep

#ImpeachmentDay","Michigan, USA","Michigan, United States",43.6211955,-84.6824346
43520,"RT @davidmweissman: I have yet to see an Antifa member storming the #CapitolBuilding, RT if you haven't seen Antifa as well. #ImpeachmentDa…","Massachusetts, USA","Massachusetts, United States",42.3788774,-72.032366
105142,"RT @DrDenaGrayson: 🇺🇸Good morning, patriots! Today is the day that Donald Trump will go down in history as the only @POTUS to be impeached…",US,United States,39.7837304,-100.4458825
32127,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,Maryland,"Maryland, United States",39.5162234,-76.9382069
42249,RT @TalbertSwan: Lauren Boebert @laurenboebert   is a racist piece of trash who should be arrested and jailed for conspiring with the murde…,"Orlando, Florida","Orlando, Orange County, Florida, United States",28.5421109,-81.3790304
9702,"RT @David_Leavitt: Only 10 Republicans voted to #ImpeachTrump 

The other 197 need to resign and go fuck themselves.

#ImpeachmentDay","St. Peters, MO.","Saint Peters, Saint Charles County, Missouri, 63376, United States",38.791612,-90.5958468
51813,Why don’t these republicans know how to properly wear a mask?? #WearAMask #ImpeachmentDay,"Los Angeles, CA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
52240,RT @glamelegance: @DaniellaMicaela The #NationalGuard have to sleep on the floor of the #USCapitol to defend it and Congress from #Domestic…,United States,United States,39.7837304,-100.4458825
4367,"RT @lgrayhurst01: Turns out you can do it multiple times.

#ImpeachmentDay https://t.co/HUCKUCwgDX","Seattle, WA","Seattle, King County, Washington, United States",47.6038321,-122.3300624
1989,"RT @kirkacevedo: IMPEACHED TWICE!

Donald J. Trump has finally made history. It only took 231 years and 275 days.

But he did it...

Donald…",USA,United States,39.7837304,-100.4458825
99759,"@LindseyGrahamSC Whine more.
#BidenHarrisToEndThisNightmare
#ImpeachmentDay 
#ImpeachTrumpNow https://t.co/0Y6N44lrLr",...remote.,"Remote, Coos County, Oregon, United States",43.0059455,-123.8925908
6055,"RT @BlackCatUnloads: Our disgraced Dictator and loser of the Presidential election Donald J Trump, has been impeached twice now. It is clea…","Leeds, England","Leeds, West Yorkshire, Yorkshire and the Humber, England, United Kingdom",53.7974185,-1.5437941
88779,"For the love of all things sacred, hurry the hell up &amp; impeach the S.O.B. #ImpeachmentDay #ImpeachTrumpAgainNOW",Canada,Canada,61.0666922,-107.9917071
45256,"RT @thehill: Rep. Kildee: ""If inciting an insurrection does not warrant impeachment, nothing does."" #ImpeachmentDay https://t.co/le4wEKypeP","Florida, USA","Florida, United States",27.7567667,-81.4639835
52793,"RT @SEBeller: the lameduck traitor potus not only incited armed insurrection/attack on Congress in our Capitol &amp; on our Constitution, he ac…",Indiana,"Indiana, United States",40.3270127,-86.1746933
122955,"RT @onlyone_juan: This Navy veteran said he wanted lawmakers to be left ""shaking in their shoes."" 🙄
#TrumpInsurrection #TerroristTears #ter…",United States,United States,39.7837304,-100.4458825
39864,...it is difficult to follow the reasoning or arguments of the Republicans against anything including during this i… https://t.co/8swyKsLSnp,South Africa and Global,"Global, Republic Road, Molemole Ward 10, Mogwadi, Molemole Local Municipality, Capricorn District Municipality, Limpopo, 0715, South Africa",-23.36567855,29.31666640749227
79505,"RT @thehill: Rep. Cedric Richmond makes last floor speech calling for President Trump's impeachment: ""We said if we didn't remove him, he w…",nowhere man.,"Nowhere Man, 53, Upper North Street, Prestonville, Brighton, Brighton and Hove, South East, England, BN1 3FH, United Kingdom",50.8254542,-0.1488423
119442,"RT @Independent: The US House of Representatives has begun to debate impeaching Donald Trump, the second of his presidency #ImpeachmentDay…","Mumbai, India","Mumbai, Mumbai Suburban, Maharashtra, India",19.0759899,72.8773928
104766,RT @jeremynewberger: I propose we adopt the custom of throwing an orange out your front door to commemorate the new federal holiday #Impeac…,The Internet,"Internet, Saint Michel de l’Attalaye, Commune de Saint Michel de l'Attalaye, Arrondissement de Marmelade, Département de l'Artibonite, Ayiti",19.37218875,-72.33465445105234
68842,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos","Kansas, USA","Kansas, United States",38.27312,-98.5821872
22194,RT @popcosm: and now six republicans have voted for impeachment #ImpeachTrump #ImpeachmentDay https://t.co/566JjutE3c,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
106905,"RT @Alex_Verbeek: 👓 

Some day, in a far future, you will tell your kids, or your grandchildren, about what happened in January 2021. 

#al…",California,"California, United States",36.7014631,-118.755997
103216,RT @RysaWalker: I'm more than ready.  #ImpeachmentDay https://t.co/Sor4gPBTtf,"Turlock, CA","Turlock, Stanislaus County, California, United States",37.4946568,-120.8465941
77630,"RT @grantstern: ""They took down the American flag and replaced it with a Trump flag,"" says Impeachment Manager Rep. @davidcicilline  I ask…",Central Cali,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
56725,"RT @JohnFugelsang: ""But despite 3 recounts &amp; many investigations, the results are clear: Biden won Georgia. The idea that our election was…",Earth. ,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
8915,"RT @ChineduKoNeC: President Donald Trump has been impeached by the US House of Representative.

Mr Trump is the first President in US Histo…",pitori,"Torino, Piemonte, Italia",45.0677551,7.6824892
36559,".@DougLaMalfa DJT is ""hated"" (your words) for how he's so easily exposed the cultish tendencies of the @GOP, which… https://t.co/eBTA8FGfW0",#CFB Nation,"CFB Gagetown, Oromocto, Welamoktuk, Sunbury County, New Brunswick / Nouveau-Brunswick, Canada",45.8438426,-66.44458235389783
