,text,user_location,location,Lat,Lon
81126,"RT @taradublinrocks: Every time a #Trumpocrite member of the GOP brings up the fact that there’s only a week left until Inauguration Day, I…","Jonesboro, Arkansas","Jonesboro, Craighead County, Arkansas, United States",35.8428646,-90.7034522
88937,RT @BlackCatUnloads: Those who continue to enable this President and give his conspiracy theories oxygen need to be held accountable and lo…,"Tennessee, USA","Tennessee, United States",35.7730076,-86.2820081
35657,"RT @NavySailorBMC: Fun fact, when you’re wearing a mask stating “censored” while speaking into a microphone on the House floor on TV, you’r…","Paris, France","Paris, Île-de-France, France métropolitaine, France",48.8566969,2.3514616
95931,"RT @ResistMeena: The last time troops quartered in the Capitol, it was 1861. Is America Great Again?
#ImpeachmentDay #CapitolCoup #CivilWar…",Canada,Canada,61.0666922,-107.9917071
9590,"RT @grantstern: It's official: 

President Trump just became the only President to be impeached twice, this time on one article of inciteme…","Chicago, IL","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
109021,RT @freakymarko: The perfect song for #ImpeachmentDay https://t.co/p4Vf4RAzaU,"Alexandria, VA","الإسكندرية, محافظة الإسكندرية, 21519, مصر",31.199004,29.894378
57434,"I don't know who needs to hear this, but we don't need a republican party. IJS. #ImpeachmentDay https://t.co/LwoZBirEcw",Yay Area!,"Yay, ເມືອງພູກູດ, ຊຽງຂວາງ, ປະເທດລາວ",19.698759,103.194342
84736,"RT @RBReich: He incited an attempted coup last Wednesday. Today the House must impeach him. By Friday, the Senate must convict him. He must…",The 6ix,"DEMPSEY 6ix AND 7even, Tanglin, Singapore, Central, Singapore",1.3046084,103.808764983839
36109,@leezeldin Shame on you! This is about ACCOUNTABILITY for an attempted coup INCITED by the sitting president. You t… https://t.co/fpxyZzb4zt,Rhode Island,"Rhode Island, United States",41.7962409,-71.5992372
85170,"RT @RBReich: He incited an attempted coup last Wednesday. Today the House must impeach him. By Friday, the Senate must convict him. He must…",NH X 2,"Nhà Hát, Hồng Gai, Hạ Long, Thành phố Hạ Long, Tỉnh Quảng Ninh, 36000, Việt Nam",20.9509014,107.0792384
111661,"RT @TheWordOfCarrie: I must be getting old. #ImpeachmentDay seems to come around faster every year.

What’s everyone getting? https://t.co/…",texas,"Texas, United States",31.8160381,-99.5120986
16835,I M P E A C H E D!! 🎉 #ImpeachmentDay,Cardiff 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"Cardiff, Cymru / Wales, CF, United Kingdom",51.4816546,-3.1791934
16755,"Trump will spin this as ""No one else has been impeached twice. @BarackObama wasn't impeached twice."" #ImpeachmentDay",Hockeytown,"Hockeytown Cafe, West Montcalm Street, Detroit, Wayne County, Michigan, 48201, United States",42.3389626,-83.05272080409392
88314,What's the point in all of this debating?? Who believes the vote will be any different than the two previous ones w… https://t.co/Y4yuiTcNn8,"Ohio, USA","Ohio, United States",40.2253569,-82.6881395
49485,"RT @cucumberRoger: omg, can we get rid of this guy too #ImpeachmentDay https://t.co/9fuuJPiO7B",Northumberland. UK.,"Northumberland, North East England, England, United Kingdom",55.25,-2.000559
121639,RT @RepsForBiden: Happy #ImpeachmentDay  everyone!,New Jersey,"New Jersey, United States",40.0757384,-74.4041622
62307,"Ben Cline, speaking now, voted to overturn a free and fair election.

#ImpeachmentDay","New Brunswick, NJ","New Brunswick, Middlesex County, New Jersey, United States",40.4862174,-74.4518173
98548,"RT @RBReich: He incited an attempted coup last Wednesday. Today the House must impeach him. By Friday, the Senate must convict him. He must…",toronto,"Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
66978,RT @ChuckModi1: View of heavily armed police and national guard outside Capitol on #ImpeachmentDay. Add 100 more cops and it will resemble…,"Washington, USA","Washington, District of Columbia, United States",38.8950368,-77.0365427
34025,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,"Valley Ranch, Irving, TX","Valley Ranch, Irving, Dallas County, Texas, 75063, United States",32.9341549,-96.9531951
15908,"RT @SteveRustad1: Lindsey Graham demanded the Impeachment of Clinton for a BJ.

But says Trump shouldn't be Impeached for inciting violent…",Southern Gulf Islands,"Royal Canadian Legion - Branch 84 (Gulf Islands), 472, Navy Channel Road, Southern Gulf Islands Electoral Area, Capital Regional District, British Columbia, V0N 2J0, Canada",48.827017749999996,-123.29131947190822
61717,#SteveCohen Is right they will try this again on the 20th they are not done attacking our democracy. #ImpeachmentDay,"New York, NY","New York, United States",40.7127281,-74.0060152
65278,"RT @karenhunter: Rep. Jaime Herrera Beutler, a Republican, said she is choosing truth and will vote to impeach trump...#ImpeachmentDay","Stafford, VA","Stafford, Staffordshire, West Midlands, England, United Kingdom",52.8063157,-2.1163818
3541,"RT @BorisJohnson_MP: Member of Congress demonstrating why the US has 392,000 deaths. 
#ImpeachmentDay https://t.co/7XBOi01BPu",United States,United States,39.7837304,-100.4458825
81964,"RT @amin_tweeter: “Simply put I told you so, Richmond out” 😭😭😭 Realest 1 on the floor ✌🏾 #ImpeachmentDay https://t.co/h7jUQpk49j","Midwest, US","Midwest, Natrona County, Wyoming, United States",43.411391,-106.280075
14363,"#BreakingNews #Trump is officially the first president to ever be impeached twice!

#ImpeachmentDay 
#Impeachment2… https://t.co/R6Eo0gOsuT",United States,United States,39.7837304,-100.4458825
7673,"RT @David_Leavitt: Only 10 Republicans voted to #ImpeachTrump 

The other 197 need to resign and go fuck themselves.

#ImpeachmentDay",Belgique,België / Belgique / Belgien,50.6402809,4.6667145
74903,"RT @JohnFugelsang: Jim Jordan just molested the truth, while the GOP looked the other way.

#ImpeachmentDay",United States,United States,39.7837304,-100.4458825
66705,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos","Baltimore, Maryland","Baltimore, Maryland, United States",39.2908816,-76.610759
74168,"RT @Tampa_Joe_813: If I was a Congressman, I would’ve brought zip ties in with me and asked every member “What do you think they were going…",Deutschland,Deutschland,51.0834196,10.4234469
65963,"I mean if this isn’t a hint that there was clear help from the inside for thus attack, I don’t know what is 🤷‍♀️… https://t.co/97BDYVaKf5","New Jersey, USA","New Jersey, United States",40.0757384,-74.4041622
19572,"Fake Melania aka Hope Hicks has left “her White House job” 

Per @cnnbrk 

#ImpeachmentDay https://t.co/kKDxPat11x",Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
83991,@repdarrellissa you really think his speech was peaceful? You have given up on the California’s you represent for a… https://t.co/14lrQYX6hQ,"San Leandro, CA","San Leandro, Alameda County, California, United States",37.7249296,-122.1560768
16631,"Only President to be impeached TWICE.

#ImpeachmentDay https://t.co/gg1JC0oTYz","Washington, D.C.","D,C, Buccaneer Ridge Drive, Dogwood Acres, Johnson City, Washington County, Tennessee, 37684, United States",36.29885175,-82.35919331410948
47731,RT @kayisthey: daaaaamn. we need more reps like cori bush on the house floor. she’s taking no bullshit and telling how it is. we must remov…,"Dallas, TX","Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559
100299,RT @BlackCatUnloads: Those who continue to enable this President and give his conspiracy theories oxygen need to be held accountable and lo…,"Hidden Valley Lake, CA","Hidden Valley Lake, Lake County, California, 95467, United States",38.8025675,-122.53395009710536
1076,RT @AMarch4OurLives: season 2 #ImpeachmentDay https://t.co/Up5IOIfDDq,Puerto Rico,"Puerto Rico, United States",18.2214149,-66.41328179513847
52900,How is @repmtg wearing a mask saying ‘censored’ when I’m hearing exactly what she has to say all the way from the U… https://t.co/kgByosCaIZ,United Kingdom,United Kingdom,54.7023545,-3.2765753
14464,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,"Indianapolis, IN","1, Vertland, Indianapolis, Indiana, United States",39.9162861,-86.05267778244621
107593,"RT @thehill: Rep. Jim McGovern: ""We all want to talk about unity? I can't think of anything that would unify this country if there was a bi…","Alpine, CA","Alpine County, California, United States",38.5893934,-119.8345013
65297,RT @adamlongoTV: “We cannot let Donald Trump actively orchestrate a sedition.” Maryland’s @RepAnthonyBrown just now on the floor of the Hou…,"Baltimore, MD","Baltimore, Maryland, United States",39.2908816,-76.610759
43524,"RT @Haggis_UK: Nancy Pelosi - ""Trump must go. He is a clear &amp; present danger to the nation that we all love.”

#ImpeachmentDay https://t.co…",Munich,"München, Bayern, Deutschland",48.1371079,11.5753822
11436,To the 10 Republicans that have crossed the aisle so far to vote yes. #ImpeachmentDay https://t.co/nUFU5ZEgTP,Uptown - Chicago,"Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",41.9666299,-87.6555458
78124,Shut all the way the fuck up Matt Gaetz!  🤬 You are truly a fucking tool!!#GOPComplicitTraitors #ImpeachmentDay,San Francisco,"San Francisco, San Francisco City and County, California, United States",37.7790262,-122.4199061
12398,"RT @HeavyOnDaBlack: #ImpeachmentDay If YOU CANNOT REMOVE A PRESIDENT FOR TRYING TO OVERTHROW GOVERNMENT, THEN WTF CAN YOU REMOVE A PRESIDEN…",She/Her🌼,"Better Than Her, 5640, Spring Garden Road, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 1G1, Canada",44.6425012,-63.5781491
38424,RT @LaurieGendreau: Is Jim Jordan reserving all that time so he can speak longer or because a lot of Republicans don’t want to defend Trump…,"Joplin, MO","Joplin, Jasper County, Missouri, United States",37.08418,-94.51323
30192,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,"California, USA","California, United States",36.7014631,-118.755997
130585,"RT @lauriecrosswell: Impeach the motherfucker.
#ImpeachmentDay","Lake County, IL","Lake County, Illinois, United States",42.3327033,-87.9939552
80228,"RT @karenhunter: Okay, @WhipClyburn. ""This threat must be extinguished immediately!"" YES! #ImpeachmentDay 
And a reminder: ""Stony the road…","Hampton, VA","Hampton, Norfolk, Hampton City, Virginia, United States",37.0372925,-76.29654360002506
32915,RT @ZAmmi: bizarrest moment of the #ImpeachmentDay hearing so far has to be the R guy who said he agreed that what happened was wrong but t…,"Copenhagen, Denmark","København, Københavns Kommune, Region Hovedstaden, 1357, Danmark",55.6867243,12.5700724
32751,RT @RepsForBiden: If a president doesn’t deserve to be impeached for inciting a violent mob to attack congress trying to overturn the elect…,USA,United States,39.7837304,-100.4458825
3701,"RT @BorisJohnson_MP: Member of Congress demonstrating why the US has 392,000 deaths. 
#ImpeachmentDay https://t.co/7XBOi01BPu",Pluto,"Pluto, Raleigh County, West Virginia, United States",37.7103957,-80.9923144
108952,"RT @Dellaslongbrown: Tom Cole is a traitor to our country, to Oklahoma, and to the oath of office he took to defend this country against te…","Rancho Cucamonga, Ca.","Rancho Cucamonga, San Bernardino County, California, United States",34.1033192,-117.5751735
113429,"RT @DeanObeidallah: Just watched a GOP Rep Tom Cole say that impeachment is ""divisive"" and we need ""unity.""  Only way for unity is to
1. Im…","Florida, USA","Florida, United States",27.7567667,-81.4639835
30509,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,"Michigan, USA","Michigan, United States",43.6211955,-84.6824346
15670,Mind numbing week #ImpeachmentDay,"New York, USA","New York, United States",40.7127281,-74.0060152
110201,"RT @RamonaHeidari: For everyone asking the point of a second impeachment 
Here are just 2 reasons it needs to happen:
*He can never hold pu…","Bakersfield, CA","Bakersfield, Kern County, California, United States",35.3738712,-119.0194639
45304,"“I stand in support of president Trump,” 
OF COURSE YOU DO Rep. Bob Good. I knew that before you opened your mouth.… https://t.co/vgETq17X6N",Dundalk,"Dundalk, The Municipal District of Dundalk, County Louth, Leinster, A91 RC44, Éire / Ireland",54.0046033,-6.4008879
61362,"RT @thehill: Rep. Maxine Waters: ""[Trump] is capable of starting a civil war."" #impeachmentday https://t.co/MCZ4DkcrUl","Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
54926,America does not know Donald Trump like New York knows Donald Trump.  #ImpeachmentDay,United States,United States,39.7837304,-100.4458825
120434,"RT @KellNewman32: Happy 2nd Impeachment Day!!!
🥳🍻🥳🍻🥂🥂
#Impeach 
#ImpeachTrumpAgainNOW #ImpeachmentDay 
#AmericaOrTrump 
#ByeDon https://t.c…","McDonough, GA","McDonough County, Illinois, United States",40.4376858,-90.6780272
119015,Congress people use the word “friend” the same way my colleagues and I do when talking to an unruly child...… https://t.co/05g3QaEsaK,"Chicago, IL","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
23956,"Am I correct in thinking that waiting for the Senate trial until after the Inaugeration would be advisable, because… https://t.co/yjHzfksOsE","Massachusetts, USA","Massachusetts, United States",42.3788774,-72.032366
132239,"RT @tomiahonen: A rapist, a racist, and a terrorist walk into a bar. The bartender asks, ""What are you having Mr Trump?""

#ImpeachmentDay","kuujjuarapik, Quebec, Canada","Kuujjuarapik, Baie-d'Hudson, Nord-du-Québec, Québec, Canada",55.2845992,-77.7576525
73003,"RT @TalbertSwan: “A vote to impeach would divide this nation”

- @GOPLeader 

Newsflash: THE NATION IS ALREADY DIVIDED!

Bigots always want…","Denver, CO","Denver, Calle 16, Yopal, Casanare, Orinoquia, 850001, Colombia",5.3428475,-72.3959849
116118,"RT @SRuhle: THREAD: It’s #ImpeachmentDay and I’ve got money on my mind. 

We learned yesterday that Trump’s largest lender, Deutsche Bank,…","Florida, USA","Florida, United States",27.7567667,-81.4639835
41593,"RT @Lady_Star_Gem: It's sickening to see and hear Republicans act as if the attack on our capitol was no big deal

As if trump didn't send…","Arizona, USA","Arizona, United States",34.395342,-111.763275
133208,RT @RandallHumbird: Today “small man” Trump gets impeached for the second time! Hillary warned ya’ll about this madman. #ImpeachmentDay htt…,Germany,Deutschland,51.0834196,10.4234469
94994,RT @RysaWalker: I'm more than ready.  #ImpeachmentDay https://t.co/Sor4gPBTtf,"Raleigh, NC","Raleigh, Wake County, North Carolina, United States",35.7803977,-78.6390989
86292,"RT @MeidasTouch: Trump is not only a terrorist, he is also disgusting and creepy. He must face the full weight of the law for all of his cr…",Ireland,Éire / Ireland,52.865196,-7.9794599
49563,"RT @HuffmanForNC: This petition needs 10,000 signatures. We are halfway there.
Expel 7 NC Republicans who supported Sedition. They lied. Si…","Dallas, TX","Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559
76099,"RT @JonnyGeller: To be impeached Once may be regarded as a misfortune; to be impeached Twice looks like carelessness.

#ImpeachmentDay 

.#…","The North East, UK","NE, Bristol Road South, Northfield, Birmingham, West Midlands Combined Authority, West Midlands, England, B31 2NP, United Kingdom",52.4160035,-1.9701231
74416,"RT @David_Leavitt: Matt Gaetz is worse than burning diarrhea

#ImpeachmentDay",United States,United States,39.7837304,-100.4458825
37979,Trump will absolutely be #Impeached twice. But I can’t help but notice that government moves much faster when their… https://t.co/pOfE81QtUA,"LB,NY","LB, Ma-6012, Can Pastilla, Palma, Illes Balears, 07610, España",39.5475563,2.7176904
4489,"RT @kirkacevedo: IMPEACHED TWICE!

Donald J. Trump has finally made history. It only took 231 years and 275 days.

But he did it...

Donald…","Louisville,Kentucky","Louisville, Jefferson County, Kentucky, United States",38.2542376,-85.759407
201,"This seems like a good time to repost this.
#ImpeachmentDay #Trump https://t.co/SC8wG9j3mv","Scotland, United Kingdom","Scotland, United Kingdom",56.7861112,-4.1140518
94,"Actually you’re the best at Impeachment, like no one does it better than you, you’re simply amazing at it. You’re “… https://t.co/SkijgKBFgz","San Antonio, TX","San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
35296,"RT @NavySailorBMC: Fun fact, when you’re wearing a mask stating “censored” while speaking into a microphone on the House floor on TV, you’r…","Arizona, USA","Arizona, United States",34.395342,-111.763275
125611,#ImpeachmentDay bright and sunny!,"St. Louis, MO","St. Louis, City of Saint Louis, Madison County, Illinois, United States",38.6529545,-90.24111656024635
132540,RT @RysaWalker: I'm more than ready.  #ImpeachmentDay https://t.co/Sor4gPBTtf,United States,United States,39.7837304,-100.4458825
110281,"RT @Alex_Verbeek: 👓 

Some day, in a far future, you will tell your kids, or your grandchildren, about what happened in January 2021. 

#al…","by Wigtown, Scotland","Kirvennie, Wigtown, Dumfries and Galloway, Scotland, DG8 9DQ, United Kingdom",54.8703856,-4.4721095
54568,"RT @barrett_dog: Congrats to @RepGrothman for embarrassing the state of Wisconsin by being the utter moron that he's always been.

#Impeach…",Los Angeles,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
56460,"Vote of conscience! Actions have consequences! Time to go!

#ImpeachmentDay #ImpeachTrump #TraitorTrump… https://t.co/2dDK60IHpP",Planet Earth,"Planet Earth, SR 14, Edinburg, Edinburg Township, Portage County, Ohio, 44412, United States",41.1018669,-81.1515962
35236,"RT @skyerenaee1: A story in two parts 😭😂
#ImpeachmentDay https://t.co/30GEJmU0j1",Memphis ,"Memphis, Shelby County, Tennessee, United States",35.1490215,-90.0516285
132540,RT @RysaWalker: I'm more than ready.  #ImpeachmentDay https://t.co/Sor4gPBTtf,United States,United States,39.7837304,-100.4458825
118240,"Today's my 20th wedding anniversary. There won't be a big party, no romantic dinner, no family gathering, due to… https://t.co/lBsFnD31eg","Georgia, USA","Georgia, United States",32.3293809,-83.1137366
21789,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,"California, USA","California, United States",36.7014631,-118.755997
79633,"RT @TalbertSwan: “Donald Trump is a living, breathing, impeachable offense.”

- @RepJeffries 

#ImpeachmentDay",New York,"New York, United States",40.7127281,-74.0060152
65924,Rep. Cori Bush is my real girl crush. #ImpeachmentDay,"Columbus, OH","Columbus, Ohio, United States",39.9622601,-83.0007065
119744,RT @StompTheGOP: I can’t believe it’s #ImpeachmentDay already. Sure snuck up on me this year! I didn’t even have time to shop. I hope you d…,United States,United States,39.7837304,-100.4458825
106339,shocking how poorly the members of congress are wearing thier masks. Omars mask isnt completely over her nose #ImpeachmentDay,"Everywhere, USA","Everywhere Car Service, 179-36, Hillside Avenue, Hillside, Queens, Queens County, New York, 11427, United States",40.7126815,-73.7830451
121656,"BREAKING: US House of Representatives now in session, will begin Donald Trump's impeachment proceedings

#US… https://t.co/HQ87eNJEQI",India,India,22.3511148,78.6677428
49392,"#BREAKING Amid #ImpeachmentDay proceedings, calls for no more violence in a press statement. But doesn't rescind th… https://t.co/VarPgjQURM","Chicago, IL","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
27863,"RT @Pappiness: Steve Scalise, quoting Abraham Lincoln to defend a group of people who waved the Confederate Flag in the Capitol.

#Impeachm…","Santa Rosa, CA","Santa Rosa, Sonoma County, California, United States",38.4404925,-122.7141049
16250,"The U.S. Congress has officially impeached Donald Trump for the second time.

#ImpeachTrump #ImpeachmentDay #Impeachment2",City of Angels,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
128740,"RT @johne20211: Meticore Review 2021 _ My transformation with Meticore Supplement _ Pros and Cons
https://t.co/QHofuzpUzl
#ENHYPEN3rdROTY #…","BC, Canada","British Columbia, Canada",55.001251,-125.002441
30154,RT @kdevs123: this disgrace of a human has the audacity to wear a censored mask WHILE ON TV SPEAKING ON THE HOUSE FLOOR (she is also a 9/11…,United States,United States,39.7837304,-100.4458825
80180,"RT @thehill: Rep. Cedric Richmond makes last floor speech calling for President Trump's impeachment: ""We said if we didn't remove him, he w…","Minneapolis, MN","Minneapolis, Hennepin County, Minnesota, United States",44.9772995,-93.2654692
65129,"RT @David_Leavitt: @mattgaetz Thanks for the retweet Matt Gaetz, now resign and go fuck yourself TRAITOR

#ImpeachmentDay","Staten Island, NY","Staten Island, Richmond County, New York, United States",40.5834557,-74.1496048
19302,they tried impeaching trump before but that flopped. they’re not gonna get him out of office. this is a joke lol #ImpeachmentDay,"Seattle, WA","Seattle, King County, Washington, United States",47.6038321,-122.3300624
94800,"RT @acnewsitics: When Democrats lost in 2016, they knitted pink hats and donated to Planned Parenthood.

When Republicans lost in 2020 they…","Boise, ID","Boise, Ada County, Idaho, United States",43.6166163,-116.200886
122752,"RT @mmpadellan: Today is #ImpeachmentDay.

May the votes to impeach trump be many and swift. He remains a clear and present danger to Ameri…","Florida, USA","Florida, United States",27.7567667,-81.4639835
89791,"Remember when @senatemajldr  &amp; @SenateGOP didn’t want to impeach last year because they ""thought it would be better… https://t.co/q3Zw9MqCd6",California,"California, United States",36.7014631,-118.755997
128608,RT @adenolaadewale3: Me opening the door for Nancy Pelosi to impeach that Mf #ImpeachmentDay https://t.co/Oy9iEMzgJE,"California, USA","California, United States",36.7014631,-118.755997
77158,"RT @David_Leavitt: Matt Gaetz is worse than burning diarrhea

#ImpeachmentDay","Tucson, AZ","Tucson, Pima County, Arizona, United States",32.2228765,-110.9748477
59579,"Not everyone there is a ""distinguished gentleman"" or ""gentlelady.""

The theater of order in Congressional proceedin… https://t.co/1BUm6PU32z","Seattle, WA","Seattle, King County, Washington, United States",47.6038321,-122.3300624
41026,"RT @Pappiness: Florida Rep. Brian Mast: ""Has anyone asked them if they did this because of our President?""

Um, I'd call all the flying Tru…","Bury, Lancashire, UK.","Bury Old Road, Park, Ramsbottom, Bury, Greater Manchester, North West England, England, BL9 6SY, United Kingdom",53.6371523,-2.2918435
14336,Bring on the seditionist congressmen and women next! #ImpeachmentDay,Pot still,"The Pot Still, 154, Hope Street, Blythswood Hill, Glasgow, Glasgow City, Scotland, G2 2TH, United Kingdom",55.8629022,-4.2577203
13631,"RT @David_Leavitt: Nobody, not even the President of the United States, is above the law.

#ImpeachmentDay","Houston, TX","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
49205,"RT @thehill: Rep. Maxine Waters: ""[Trump] is capable of starting a civil war."" #impeachmentday https://t.co/MCZ4DkcrUl",Arkansas,"Arkansas, United States",35.2048883,-92.4479108
105470,Rs arguments against #impeachment are so riddled with logical fallacies it is mind-numbing #ImpeachmentDay,"Berks County, PA","Berks County, Pennsylvania, United States",40.4113762,-75.9433305
14187,"RT @BorisJohnson_MP: Member of Congress demonstrating why the US has 392,000 deaths. 
#ImpeachmentDay https://t.co/7XBOi01BPu",Ruhrpott,"Ruhrgebiet, Nordrhein-Westfalen, Deutschland",51.51751795,7.1439182017132445
111623,"RT @thehill: Rep. Jim McGovern: ""We are debating this historic measure at an actual crime scene and we wouldn't be here if it weren't for t…","Virginia, USA","Virginia, United States",37.1232245,-78.4927721
7912,"#ImpeachmentDay
Trump officially the first president to
-Lose the popular vote twice
-Be banned on Twitter, Faceboo… https://t.co/PAMmjkaR0q",Central Illinois,"Central, 350, North Central Avenue, Austin, Chicago, Cook County, Illinois, 60644, United States",41.8874269,-87.7655456
118052,"RT @BlackCatUnloads: My grandfather somehow fought his way our of the Warsaw ghetto and survived the holocaust. The amount of hate, death a…","Fargo, North Dakota","Fargo, Cass County, North Dakota, United States",46.877229,-96.789821
21193,"still thinking about jim jordan, who decided to talk about cancel culture and the wright brothers during the impeac… https://t.co/DEFzUTJAah",The Upside Down,"Upside Down, Marquis No. 191, Saskatchewan, Canada",50.5758951,-105.3856943
112376,"Did all these people speaking today saying ""We need to come together"" see the same footage of people storming the C… https://t.co/xDz0bjbLlV",Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
75808,The civil war was never one.  Rutherford B Hayes compromised and the current Republican party is a resurgence of th… https://t.co/B1S8Y5l0BJ,Canada,Canada,61.0666922,-107.9917071
111506,"RT @DrDenaGrayson: 🇺🇸Good morning, patriots! Today is the day that Donald Trump will go down in history as the only @POTUS to be impeached…",Ontario,"Ontario, Canada",50.000678,-86.000977
4392,RT @red4_13: Donald got more impeachments than terms 😂😂 #ImpeachmentDay https://t.co/k3fXHndDPE,los angeles,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
3245,@nytimes He worked hard for it and got what he deserved! #ImpeachmentDay,"Berlin, Deutschland","Berlin, 10117, Deutschland",52.5170365,13.3888599
62651,"RT @kirkacevedo: Rep Lauren Boebert is the literal
embodiment of diseased phlegm
in the gutter. 

That’s the tweet.

#ImpeachmentDay 
#KidV…","California, USA","California, United States",36.7014631,-118.755997
118979,"I hope this #ImpeachmentDay turns out better than the last one. When, the Senate just regifted.","New York, USA","New York, United States",40.7127281,-74.0060152
62549,Watching the impeachment debate in the US House of Representatives. Interesting debate but with a foregone conclusi… https://t.co/CIr0AUH1qv,"Fingal, Ireland","Fingal, County Dublin, Leinster, Éire / Ireland",53.494221249999995,-6.22498020932367
45326,I can't watch anymore of the these Republican traitors. I'm sick to my stomach.  #ImpeachmentDay,Gatorland,"Gatorland, 14501, South Orange Blossom Trail, Orlando, Orange County, Florida, 32837, United States",28.3549925,-81.4018993708782
56035,Put America first huh? #ImpeachmentDay,"Virginia (yes, all of it)","Virginia, Bardi, Parma, Emilia-Romagna, 43032, Italia",44.6469654,9.7364942
68071,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos","Portland, Oregon","Portland, Metro, Multnomah County, Oregon, United States",45.5202471,-122.6741949
36940,Thank you Jim Himes #ImpeachmentDay,"Texas, USA","Texas, United States",31.8160381,-99.5120986
89689,"RT @BlackCatUnloads: My grandfather somehow fought his way our of the Warsaw ghetto and survived the holocaust. The amount of hate, death a…",Texas,"Texas, United States",31.8160381,-99.5120986
376,"Twice mutherfucker!!!
#ImpeachmentDay","Pictou, Nova Scotia","Pictou, Town of Pictou, Pictou County, Nova Scotia, Canada",45.6777203,-62.7082212
26358,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,D(M)V ,"Đường M, Trung tâm Hành chính Dĩ An, Phường Dĩ An, Thành phố Dĩ An, Tỉnh Bình Dương, 824791, Việt Nam",10.8916336,106.7666594
121819,I love how Republicans like @TomColeOK04 refer to  impeachment as “traumatic” but don’t use similar language to des… https://t.co/mrz3ICVxzU,"Philadelphia, PA","Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
74373,"#ImpeachmentDay Impeach, remove, prosecute, jail. https://t.co/TfzvBQaedQ","Montréal, Québec","Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",45.4972159,-73.6103642
14817,"RT @Triquiuela5: Fantastic cover of ""the new european""
#ImpeachmentDay #AmericaOrTrump 
CENSORED
Jim Jordan https://t.co/X6LZSVVTX0",Scotland ,"Scotland, United Kingdom",56.7861112,-4.1140518
60376,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos","Winnipeg, Manitoba","Winnipeg, Manitoba, Canada",49.8955367,-97.1384584
42516,RT @monika_subasic: Can these whites supremacists try to defend January 6 without involving and blaming black people? I know that’s hard fo…,Summerland. ,"Summerland, Regional District of Okanagan-Similkameen, British Columbia, Canada",49.6,-119.666667
104795,"RT @DeanObeidallah: The very same GOP that brought us the ""War on Terror"" now wants to appease MAGA terrorists?! Not happening. The only wa…","Texas, USA","Texas, United States",31.8160381,-99.5120986
49661,"RT @thehill: Rep. Kildee: ""If inciting an insurrection does not warrant impeachment, nothing does."" #ImpeachmentDay https://t.co/le4wEKypeP",Brooklyn,"Brooklyn, Kings County, New York, United States",40.6501038,-73.9495823
4812,"RT @BorisJohnson_MP: Member of Congress demonstrating why the US has 392,000 deaths. 
#ImpeachmentDay https://t.co/7XBOi01BPu","Ohio, USA","Ohio, United States",40.2253569,-82.6881395
29705,RT @grantstern: Every House Republican who broke decorum to openly boo Rep. @CoriBush for condemning Donald Trump’s white supremacy and sed…,UNITED STATES,United States,39.7837304,-100.4458825
12539,"RT @BlackCatUnloads: Our disgraced Dictator and loser of the Presidential election Donald J Trump, has been impeached twice now. It is clea…","Indianapolis, Indiana","Indianapolis, Marion, Indiana, 46204, United States",39.7683331,-86.1583502
